dataset,trace,cache_pct,lru,lruforgive,lru_gap_pp,s3fifo,s3fifoforgive,s3_gap_pp
?,tencentBlock_24021,10,,,,,,
?,tencentBlock_24029,10,0.4064,0.4064,0.000,0.4060,0.4060,0.000
?,tencentBlock_24038,10,0.1663,0.1663,0.000,0.1661,0.1661,0.000
?,tencentBlock_24050,10,0.6401,0.6511,-1.100,0.5345,0.5366,-0.210
?,tencentBlock_24055,10,0.0972,0.0968,0.040,0.0967,0.0967,0.000
?,tencentBlock_24062,10,0.8630,0.8600,0.300,0.8497,0.8498,-0.010
?,tencentBlock_24073,10,0.0219,0.0219,0.000,0.0219,0.0219,0.000
?,tencentBlock_24074,10,0.3376,0.3376,0.000,0.3367,0.3367,0.000
?,tencentBlock_24076,10,0.3595,0.3545,0.500,0.3368,0.3366,0.020
?,tencentBlock_24087,10,0.7261,0.7257,0.040,0.7214,0.7214,0.000
?,tencentBlock_24090,10,,,,,,
?,tencentBlock_24099,10,0.0174,0.0174,0.000,0.0173,0.0173,0.000
?,tencentBlock_24101,10,0.3571,0.3571,0.000,0.3557,0.3557,0.000
?,tencentBlock_24105,10,0.2750,0.2636,1.140,0.2279,0.2279,0.000
?,tencentBlock_24111,10,0.2676,0.2684,-0.080,0.2696,0.2696,0.000
?,tencentBlock_24114,10,0.5573,0.5565,0.080,0.5516,,
?,tencentBlock_24116,10,0.2692,0.2692,0.000,0.2724,0.2724,0.000
?,tencentBlock_24120,10,,,,,,
?,tencentBlock_24128,10,0.3151,0.3151,0.000,0.3156,0.3156,0.000
?,tencentBlock_24137,10,0.1823,0.1823,0.000,0.1822,0.1822,0.000
?,tencentBlock_24143,10,0.4166,0.4146,0.200,0.4098,0.4098,0.000
?,tencentBlock_24152,10,0.2919,0.2919,0.000,0.2911,0.2911,0.000
?,tencentBlock_24157,10,0.5155,0.5134,0.210,0.4589,0.4593,-0.040
?,tencentBlock_24158,10,,,,,,
?,tencentBlock_2416,10,0.1245,0.1253,-0.080,0.1208,0.1204,0.040
?,tencentBlock_24161,10,0.4405,0.4404,0.010,0.4403,0.4403,0.000
?,tencentBlock_24170,10,0.2143,0.2143,0.000,0.2143,0.2143,0.000
?,tencentBlock_24176,10,0.3475,0.3475,0.000,0.3472,0.3472,0.000
?,tencentBlock_24177,10,0.8114,0.8107,0.070,0.8111,0.8111,0.000
?,tencentBlock_24183,10,0.3369,0.3369,0.000,0.3359,0.3359,0.000
?,tencentBlock_24191,10,0.3357,0.3357,0.000,0.3357,0.3357,0.000
?,tencentBlock_24205,10,0.1021,0.1025,-0.040,0.0973,0.0972,0.010
?,tencentBlock_24208,10,0.2470,0.2470,0.000,0.2469,0.2469,0.000
?,tencentBlock_24209,10,0.2532,0.2532,0.000,0.2532,0.2532,0.000
?,tencentBlock_24212,10,0.3204,0.3204,0.000,0.3204,0.3204,0.000
?,tencentBlock_24220,10,0.4274,0.4223,0.510,0.4097,0.4102,-0.050
?,tencentBlock_24223,10,0.5923,0.5873,0.500,0.4434,0.4434,0.000
?,tencentBlock_24232,10,0.5426,0.5427,-0.010,0.5421,0.5421,0.000
?,tencentBlock_24239,10,0.9203,0.9203,0.000,0.9203,0.9203,0.000
?,tencentBlock_24245,10,0.6391,0.6386,0.050,0.6379,0.6379,0.000
?,tencentBlock_24246,10,0.2076,0.2076,0.000,0.2067,0.2067,0.000
?,tencentBlock_24247,10,0.5087,0.4914,1.730,0.4310,0.4308,0.020
?,tencentBlock_2425,10,0.0922,0.0898,0.240,0.0872,0.0870,0.015
?,tencentBlock_24254,10,0.7740,0.7731,0.090,0.7654,0.7659,-0.050
?,tencentBlock_24259,10,0.7168,0.7149,0.190,0.6687,0.6729,-0.420
?,tencentBlock_24260,10,0.8884,0.8884,0.000,0.8884,0.8884,0.000
?,tencentBlock_24272,10,0.5247,0.5182,0.650,0.4985,0.4984,0.010
?,tencentBlock_24273,10,0.5416,0.5392,0.240,0.5395,0.5393,0.020
?,tencentBlock_24276,10,0.1100,0.1087,0.130,0.1084,0.1083,0.010
